genome1,genome2,y
JF797218.1,OQ790080.1,0
JF797218.1,MF580759.1,0
JF797218.1,KP050227.1,0
JF797218.1,KC292020.1,0
JF797218.1,U01834.1,0
JF797218.1,KX883994.1,0
JF797218.1,KM972726.1,0
JF797218.1,AB073148.2,0
JF800656.1,AB027020.1,1
JF800656.1,AF227240.1,1
JF800656.1,AF349909.1,1
JF800656.1,AF531420.1,1
JF800656.1,AJ620210.1,1
JF800656.1,AY395706.1,1
JF800656.1,AY609301.1,1
JF800656.1,AY684126.1,1
JF800656.1,AY904722.1,1
JF800656.1,AY904724.1,1
JF800656.1,FJ025915.1,0
JF800656.1,BK013569.1,0
JF800656.1,GU196279.1,0
JF800656.1,AF332093.3,0
JF800656.1,KF274499.1,0
JF800656.1,OM154940.1,0
JF800656.1,MW017456.1,0
JF800656.1,OP072856.1,0
JF800656.1,HQ641340.1,0
JF800656.1,BK013902.1,0
JF800657.1,AB027020.1,1
JF800657.1,AF227240.1,1
JF800657.1,AF349909.1,1
JF800657.1,AF531420.1,1
JF800657.1,AJ620210.1,1
JF800657.1,AY395706.1,1
JF800657.1,AY609301.1,1
JF800657.1,AY684126.1,1
JF800657.1,AY904722.1,1
JF800657.1,AY904724.1,1
JF800657.1,OM514459.1,0
JF800657.1,OP031127.1,0
JF800657.1,KF294380.2,0
JF800657.1,KF533697.1,0
JF800657.1,KC923234.1,0
JF800657.1,MK012494.1,0
JF800657.1,MZ501074.1,0
JF800657.1,JF416321.1,0
JF800657.1,OM355495.1,0
JF800657.1,CASDWV010003685.1,0
JF800658.1,AF227240.1,1
JF800658.1,AF531420.1,1
JF800658.1,AY609301.1,1
JF800658.1,AY684126.1,1
JF800658.1,D21208.1,1
JF800658.1,EF467176.1,1
JF800658.1,EF558838.1,1
JF800658.1,EF558842.1,1
JF800658.1,EU410348.1,1
JF800658.1,EU490515.1,1
JF800658.1,EU257626.1,0
JF800658.1,KJ156451.1,0
JF800658.1,KX883998.1,0
JF800658.1,DQ904452.1,0
JF800658.1,KU925484.1,0
JF800658.1,MT409176.1,0
JF800658.1,BK014090.1,0
JF800658.1,CASDWV010001153.1,0
JF800658.1,KY000083.1,0
JF800658.1,JX997159.1,0
JF811580.1,GU071086.1,0
JF811580.1,JF909599.1,0
JF811580.1,HQ113105.1,0
JF811580.1,KF483846.1,0
JF811580.1,KY368640.1,0
JF811580.1,AB930182.1,0
JF811580.1,AP013029.1,0
JF811580.1,OR769222.1,0
JF811580.1,AJ890364.1,0
JF811580.1,MH606185.1,0
JF811580.1,CASDWV010004769.1,0
JF811580.1,LT594300.1,0
JF811580.1,AY609301.1,0
JF811580.1,KJ776791.2,0
JF811580.1,KP797973.1,0
JF811580.1,MF156578.1,0
JF811580.1,CASDWV010005048.1,0
JF811580.1,MT017862.1,0
JF811580.1,MW057933.1,0
JF811580.1,KT148886.1,0
JF811581.1,AB914767.1,1
JF811581.1,AF059718.1,1
JF811581.1,AF059719.1,1
JF811581.1,AF368036.1,1
JF811581.1,AF403394.1,1
JF811581.1,AF403405.1,1
JF811581.1,AF418301.1,1
JF811581.1,EF589105.1,1
JF811581.1,EU189200.1,1
JF811581.1,FR694198.1,1
JF811581.1,MT670419.1,0
JF811581.1,KT727026.1,0
JF811581.1,KY931659.1,0
JF811581.1,OQ267592.1,0
JF811581.1,KP769852.1,0
JF811581.1,AB003289.1,0
JF811581.1,MW046452.1,0
JF811581.1,U04608.1,0
JF811581.1,AF185954.1,0
JF811581.1,MH648982.1,0
JF811582.1,AB914769.1,1
JF811582.1,AF059726.1,1
JF811582.1,AF059727.1,1
JF811582.1,AF403395.1,1
JF811582.1,AF403406.1,1
JF811582.1,AF418302.1,1
JF811582.1,AY357732.1,1
JF811582.1,EF589106.1,1
JF811582.1,EU189202.1,1
JF811582.1,HM159621.1,1
JF811582.1,BK013479.1,0
JF811582.1,EU200677.1,0
JF811582.1,ON210138.1,0
JF811582.1,JQ837901.1,0
JF811582.1,JQ316470.1,0
JF811582.1,KC292023.1,0
JF811582.1,BK013615.1,0
JF811582.1,CASDWV010000301.1,0
JF811582.1,MK250029.1,0
JF811582.1,MG599939.1,0
JF834523.1,AB331650.1,1
JF834523.1,AB331651.1,1
JF834523.1,AB543507.1,1
JF834523.1,AF227240.1,1
JF834523.1,AF457465.1,1
JF834523.1,AF531420.1,1
JF834523.1,AJ620208.1,1
JF834523.1,AY609301.1,1
JF834523.1,AY684126.1,1
JF834523.1,D21208.1,1
JF834523.1,CASDWV010003817.1,0
JF834523.1,LC416389.1,0
JF834523.1,MH649209.1,0
JF834523.1,MG254193.1,0
JF834523.1,MT460516.1,0
JF834523.1,CASDWV010003079.1,0
JF834523.1,OP629199.1,0
JF834523.1,AY535016.1,0
JF834523.1,EF160123.1,0
JF834523.1,OP031095.1,0
JF838187.1,AJ851866.1,1
JF838187.1,HM363516.1,1
JF838187.1,AM157175.1,1
JF838187.1,AY206394.2,1
JF838187.1,D13751.1,1
JF838187.1,JQ794501.1,1
JF838187.1,JX294310.1,1
JF838187.1,KJ787006.1,1
JF838187.1,KX355613.1,1
JF838187.1,ON428226.2,1
JF838187.1,LC487411.1,0
JF838187.1,DQ217793.1,0
JF838187.1,GU566735.1,0
JF838187.1,JU091017.1,0
JF838187.1,MN710383.1,0
JF838187.1,AB923518.1,0
JF838187.1,MZ679798.1,0
JF838187.1,MN317029.1,0
JF838187.1,AY261359.1,0
JF838187.1,MF535452.1,0
JF838325.1,DQ380206.1,1
JF838325.1,EU725772.1,1
JF838325.1,GQ847512.2,1
JF838325.1,GU135607.1,1
JF838325.1,HM119402.1,1
JF838325.1,HM119405.1,1
JF838325.1,HM119408.1,1
JF838325.1,HM119411.1,1
JF838325.1,HM119414.1,1
JF838325.1,HM119420.1,1
JF838325.1,FN563993.1,0
JF838325.1,CASDWV010004692.1,0
JF838325.1,MG649966.1,0
JF838325.1,JX463340.1,0
JF838325.1,KM102248.1,0
JF838325.1,MH206183.1,0
JF838325.1,L41574.1,0
JF838325.1,AB038343.1,0
JF838325.1,BK013608.1,0
JF838325.1,MW965453.2,0
JF838326.1,AB000403.1,1
JF838326.1,BK062756.1,1
JF838326.1,EU725773.1,1
JF838326.1,GQ847511.2,1
JF838326.1,GU135608.1,1
JF838326.1,HM119403.1,1
JF838326.1,HM119406.2,1
JF838326.1,HM119409.1,1
JF838326.1,HM119412.1,1
JF838326.1,HM119415.1,1
JF838326.1,HQ588147.1,0
JF838326.1,MN443993.1,0
JF838326.1,KJ010548.1,0
JF838326.1,AF406967.1,0
JF838326.1,ON185589.1,0
JF838326.1,BK013398.1,0
JF838326.1,AY342390.1,0
JF838326.1,AF025538.1,0
JF838326.1,CASDWV010001570.1,0
JF838326.1,JX195166.1,0
JF838328.1,DQ380206.1,1
JF838328.1,EU725772.1,1
JF838328.1,GQ847512.2,1
JF838328.1,GU135607.1,1
JF838328.1,HM119402.1,1
JF838328.1,HM119405.1,1
JF838328.1,HM119408.1,1
JF838328.1,HM119411.1,1
JF838328.1,HM119414.1,1
JF838328.1,HM119420.1,1
JF838328.1,MZ130487.1,0
JF838328.1,FJ028650.2,0
JF838328.1,KF294862.1,0
JF838328.1,MK682513.1,0
JF838328.1,HM159613.1,0
JF838328.1,MG646672.1,0
JF838328.1,MK433242.1,0
JF838328.1,JQ675601.5,0
JF838328.1,MF405436.1,0
JF838328.1,MN379609.1,0
JF838329.1,AB000403.1,1
JF838329.1,BK062756.1,1
JF838329.1,EU725773.1,1
JF838329.1,GQ847511.2,1
JF838329.1,GU135608.1,1
JF838329.1,HM119403.1,1
JF838329.1,HM119406.2,1
JF838329.1,HM119409.1,1
JF838329.1,HM119412.1,1
JF838329.1,HM119415.1,1
JF838329.1,KR002687.1,0
JF838329.1,KX784491.1,0
JF838329.1,MN532612.1,0
JF838329.1,MK503254.1,1
JF838329.1,HQ593108.1,0
JF838329.1,MH033657.1,0
JF838329.1,KX147096.1,0
JF838329.1,CASDWV010004475.1,0
JF838329.1,LT594300.1,0
JF838329.1,MW842780.1,1
JF838330.1,D10759.1,1
JF838330.1,HM566159.1,1
JF838330.1,HM566191.1,1
JF838330.1,JQ924562.1,1
JF838330.1,LC618931.1,1
JF838330.1,HM119404.1,1
JF838330.1,HM119416.2,1
JF838330.1,HM627185.1,1
JF838330.1,HM745930.1,1
JF838330.1,KC589005.1,1
JF838330.1,MW202851.1,0
JF838330.1,MN871491.1,0
JF838330.1,KP055815.1,0
JF838330.1,GU071086.1,0
JF838330.1,JX051319.1,0
JF838330.1,AF218039.1,0
JF838330.1,MW046458.1,0
JF838330.1,ON210138.1,0
JF838330.1,KC248416.1,0
JF838330.1,CASDWV010000075.1,0
JF838331.1,BK062754.1,1
JF838331.1,BK062757.1,1
JF838331.1,DQ380206.1,1
JF838331.1,EU725772.1,1
JF838331.1,GQ847512.2,1
JF838331.1,GU135607.1,1
JF838331.1,HM119402.1,1
JF838331.1,HM119405.1,1
JF838331.1,HM119408.1,1
JF838331.1,HM119411.1,1
JF838331.1,KT921179.1,0
JF838331.1,BK013935.1,0
JF838331.1,KM817697.1,0
JF838331.1,U75538.1,0
JF838331.1,KC840043.1,0
JF838331.1,MH203051.1,0
JF838331.1,OL825705.1,0
JF838331.1,ON324071.1,0
JF838331.1,BK014033.1,0
JF838331.1,BK061334.1,0
JF906559.1,AB027021.1,1
JF906559.1,AB040456.1,1
JF906559.1,AB745694.1,1
JF906559.1,AF131950.1,1
JF906559.1,AF227240.1,1
JF906559.1,AF436128.1,1
JF906559.1,AF436130.1,1
JF906559.1,AF531420.1,1
JF906559.1,AY609301.1,1
JF906559.1,AY684126.1,1
JF906559.1,KT601099.1,0
JF906559.1,MK064565.1,0
JF906559.1,AF345526.1,0
JF906559.1,MT270828.1,0
JF906559.1,ON932434.1,0
JF906559.1,FJ815440.1,0
JF906559.1,MH460829.1,0
JF906559.1,CASDWV010001087.1,0
JF906559.1,MH316122.2,0
JF906559.1,X76993.1,0
JF909596.1,GU071086.1,1
JF909596.1,KF483846.1,1
JF909596.1,HQ113105.1,1
JF909596.1,KU877344.1,0
JF909596.1,KY523104.2,0
JF909596.1,LT671577.1,0
JF909596.1,LT907979.1,0
JF909596.1,LT994651.1,0
JF909596.1,MF405918.2,0
JF909596.1,MH046811.2,0
JF909596.1,MH791405.1,0
JF909596.1,FJ445131.1,0
JF909596.1,OX335382.1,0
JF909596.1,CASDWV010001636.1,0
JF909596.1,CASDWV010000622.1,0
JF909596.1,MN954870.1,0
JF909596.1,MN373268.1,0
JF909596.1,BK010429.1,0
JF909596.1,AF406967.1,0
JF909596.1,DQ288858.2,0
JF909597.1,GU071086.1,1
JF909597.1,KF483846.1,1
JF909597.1,HQ113105.1,1
JF909597.1,JX962719.1,0
JF909597.1,MT418680.1,0
JF909597.1,MT774379.1,0
JF909597.1,OW988864.1,0
JF909597.1,AB930182.1,0
JF909597.1,AP017972.1,0
JF909597.1,AP018714.1,0
JF909597.1,KU728180.1,0
JF909597.1,KP037007.1,0
JF909597.1,JX412914.1,0
JF909597.1,AJ249939.1,0
JF909597.1,MK903728.1,0
JF909597.1,MH823901.1,0
JF909597.1,MK971153.1,0
JF909597.1,CASDWV010004046.1,0
JF909597.1,KT728930.1,0
JF909597.1,MN551105.1,0
JF909599.1,GU071086.1,1
JF909599.1,HQ113105.1,1
JF909599.1,KF483846.1,1
JF909599.1,AB930182.1,0
JF909599.1,AP013029.1,0
JF909599.1,KY368640.1,0
JF909599.1,MH606185.1,0
JF909599.1,KF669652.1,0
JF909599.1,OR769222.1,0
JF909599.1,KC699836.1,0
JF909599.1,AB620108.1,0
JF909599.1,MZ679764.1,0
JF909599.1,HM236897.1,0
JF909599.1,BK062996.1,0
JF909599.1,AB030940.1,0
JF909599.1,MW147599.1,0
JF909599.1,MN850572.1,0
JF909599.1,BK013534.1,0
JF909599.1,AB033690.1,0
JF909599.1,FM201282.1,0
JF909600.1,GU071086.1,1
JF909600.1,KF483846.1,1
JF909600.1,HQ113105.1,1
JF909600.1,HF920637.1,0
JF909600.1,AF303741.1,0
JF909600.1,DQ643392.1,0
JF909600.1,HF920635.1,0
JF909600.1,CU469068.1,0
JF909600.1,GQ918152.1,0
JF909600.1,KF938901.1,0
JF909600.1,HM150760.1,0
JF909600.1,KP792670.1,0
JF909600.1,KP792681.1,0
JF909600.1,FN563993.1,0
JF909600.1,MZ969066.1,0
JF909600.1,CASDWV010003815.1,0
JF909600.1,KF192075.1,0
JF909600.1,BK061824.1,0
JF909600.1,ON684369.1,0
JF909600.1,KM092514.1,0
JF911697.1,AB842088.1,1
JF911697.1,AY389361.2,1
JF911697.1,DQ211612.1,1
JF911697.1,EU257628.1,1
JF911697.1,KJ746877.1,1
JF911697.1,KM464726.1,1
JF911697.1,KM817667.1,1
JF911697.1,KM817683.1,1
JF911697.1,KP406723.1,1
JF911697.1,KP792708.1,1
JF911697.1,PP790230.1,0
JF911697.1,KT321315.1,0
JF911697.1,MG894052.1,0
JF911697.1,MK896552.1,0
JF911697.1,KF963183.1,0
JF911697.1,KX882070.1,0
JF911697.1,LN889995.1,0
JF911697.1,DQ056292.1,0
JF911697.1,MW202822.1,0
JF911697.1,EF065513.1,0
JF911698.1,AB620104.1,0
JF911698.1,AB620107.1,0
JF911698.1,AB676848.1,0
JF911698.1,AB842089.1,1
JF911698.1,AF028022.1,0
JF911698.1,AF291703.2,0
JF911698.1,AJ011647.1,0
JF911698.1,AJ410616.1,0
JF911698.1,AY363179.1,0
JF911698.1,AY675353.1,0
JF911698.1,AF198100.1,0
JF911698.1,MT732687.1,0
JF911698.1,MZ209891.1,0
JF911698.1,MG781152.1,0
JF911698.1,JX183090.1,0
JF911698.1,KM817661.1,0
JF911698.1,MT074484.1,0
JF911698.1,EU847145.2,0
JF911698.1,KJ950906.1,0
JF911698.1,KT893294.1,0
JF911699.1,AF434161.1,1
JF911699.1,DQ211638.1,1
JF911699.1,EU257626.1,1
JF911699.1,KF892057.1,1
JF911699.1,KJ746878.1,1
JF911699.1,KM464724.1,1
JF911699.1,KM817734.1,1
JF911699.1,KM817737.1,1
JF911699.1,KM817738.1,1
JF911699.1,KM817743.1,1
JF911699.1,BK013962.1,0
JF911699.1,PP905731.1,0
JF911699.1,KX058433.1,0
JF911699.1,MG837569.1,0
JF911699.1,MH370825.1,0
JF911699.1,MW291945.1,0
JF911699.1,MG573140.1,0
JF911699.1,MK903277.1,0
JF911699.1,KP792654.1,0
JF911699.1,CASDWV010002308.1,0
JF911700.1,AF473864.1,1
JF911700.1,EU373657.1,1
JF911700.1,EU373658.1,1
JF911700.1,HQ660076.1,1
JF911700.1,JX121109.2,1
JF911700.1,KC113517.1,1
JF911700.1,KC113518.1,1
JF911700.1,KC412247.1,1
JF911700.1,KM205007.1,1
JF911700.1,KM205015.1,1
JF911700.1,OM514474.1,0
JF911700.1,FJ457015.1,0
JF911700.1,HM566153.1,0
JF911700.1,KU984968.1,0
JF911700.1,OQ715689.1,1
JF911700.1,AJ493062.2,0
JF911700.1,JQ776547.1,0
JF911700.1,AJ581753.1,0
JF911700.1,MW394467.1,0
JF911700.1,OP804628.1,0
JF912400.1,OK272479.1,1
JF912400.1,MN850572.1,1
JF912400.1,MN019128.1,1
JF912400.1,MN850602.1,1
JF912400.1,MF564201.1,1
JF912400.1,MZ501077.1,1
JF912400.1,OL539459.1,1
JF912400.1,OM317910.1,1
JF912400.1,MN850640.1,1
JF912400.1,OK272483.1,1
JF912400.1,X02763.1,0
JF912400.1,KM043107.1,0
JF912400.1,BK065158.1,0
JF912400.1,BK064317.1,0
JF912400.1,OP380269.1,0
JF912400.1,ON649701.1,0
JF912400.1,CASDWV010000614.1,0
JF912400.1,L18870.2,0
JF912400.1,KJ950906.1,0
JF912400.1,KX035107.1,0
JF920133.1,HM119401.1,1
JF920133.1,HM119404.1,1
JF920133.1,HM119407.1,1
JF920133.1,HM119416.2,1
JF920133.1,HM119425.1,1
JF920133.1,HM566164.1,1
JF920133.1,HM566185.1,1
JF920133.1,HM627185.1,1
JF920133.1,JF920136.1,1
JF920133.1,JF939846.1,1
JF920133.1,EF584665.1,0
JF920133.1,MT334620.1,0
JF920133.1,MH973662.1,0
JF920133.1,CASDWV010000457.1,0
JF920133.1,MK880124.2,0
JF920133.1,EF667344.1,0
JF920133.1,JQ958892.1,0
JF920133.1,MW896846.1,0
JF920133.1,ON169972.1,0
JF920133.1,K02712.2,0
JF920134.1,DQ380206.1,1
JF920134.1,EU725772.1,1
JF920134.1,GQ847512.2,1
JF920134.1,GU135607.1,1
JF920134.1,HM119402.1,1
JF920134.1,HM119405.1,1
JF920134.1,HM119408.1,1
JF920134.1,HM119411.1,1
JF920134.1,HM119414.1,1
JF920134.1,HM119420.1,1
JF920134.1,MT734805.1,0
JF920134.1,KF562341.1,0
JF920134.1,BK059746.1,0
JF920134.1,MW814911.1,0
JF920134.1,AF009606.1,0
JF920134.1,KC979019.1,0
JF920134.1,MK507958.1,0
JF920134.1,CASDWV010001603.1,0
JF920134.1,MW256666.1,0
JF920134.1,BK013616.1,0
JF920135.1,EU725773.1,1
JF920135.1,GQ847511.2,1
JF920135.1,GU135608.1,1
JF920135.1,HM119403.1,1
JF920135.1,HM119406.2,1
JF920135.1,HM119409.1,1
JF920135.1,HM119412.1,1
JF920135.1,HM119415.1,1
JF920135.1,HM119418.2,1
JF920135.1,HM119421.1,1
JF920135.1,MG948563.1,0
JF920135.1,BK013384.1,0
JF920135.1,JX236040.3,0
JF920135.1,MN172262.1,0
JF920135.1,AB194806.2,0
JF920135.1,AY129247.1,0
JF920135.1,X00729.1,0
JF920135.1,MF580771.1,0
JF920135.1,MG600074.1,0
JF920135.1,MH616921.1,0
JF920136.1,DQ375403.1,1
JF920136.1,HM566185.1,1
JF920136.1,HM627185.1,1
JF920136.1,JF939846.1,1
JF920136.1,JX472400.1,1
JF920136.1,KP272040.1,1
JF920136.1,KU255114.1,1
JF920136.1,KX611382.1,1
JF920136.1,MK330768.1,1
JF920136.1,MT270825.1,1
JF920136.1,BK061744.1,0
JF920136.1,MT774385.1,0
JF920136.1,KU198608.1,0
JF920136.1,AF022442.1,0
JF920136.1,MZ571834.1,0
JF920136.1,U88410.1,0
JF920136.1,HM236949.1,0
JF920136.1,MF041809.1,0
JF920136.1,MZ679605.1,0
JF920136.1,X86352.1,0
JF920137.1,DQ380206.1,1
JF920137.1,EU725772.1,1
JF920137.1,GQ847512.2,1
JF920137.1,GU135607.1,1
JF920137.1,HM119402.1,1
JF920137.1,HM119405.1,1
JF920137.1,HM119408.1,1
JF920137.1,HM119411.1,1
JF920137.1,HM119414.1,1
JF920137.1,HM119420.1,1
JF920137.1,AF033809.1,0
JF920137.1,CASDWV010002748.1,0
JF920137.1,MK028683.1,0
JF920137.1,FR772086.1,0
JF920137.1,MZ328285.1,0
JF920137.1,OM514519.1,0
JF920137.1,GQ153916.1,0
JF920137.1,AY261361.1,0
JF920137.1,CASDWV010002381.1,0
JF920137.1,MG745677.1,0
JF920138.1,EU725773.1,1
JF920138.1,GQ847511.2,1
JF920138.1,GU135608.1,1
JF920138.1,HM119403.1,1
JF920138.1,HM119406.2,1
JF920138.1,HM119409.1,1
JF920138.1,HM119412.1,1
JF920138.1,HM119415.1,1
JF920138.1,HM119418.2,1
JF920138.1,HM119421.1,1
JF920138.1,MF521889.1,0
JF920138.1,MG459987.2,0
JF920138.1,OQ186623.1,0
JF920138.1,MG599953.1,0
JF920138.1,KX611384.1,1
JF920138.1,MG701352.1,0
JF920138.1,MH617385.1,0
JF920138.1,CASDWV010001227.1,0
JF920138.1,KC862318.1,0
JF920138.1,OM892358.1,0
JF920149.1,AB620104.1,1
JF920149.1,AB620107.1,1
JF920149.1,AB676848.1,1
JF920149.1,AF028022.1,1
JF920149.1,AF291703.2,1
JF920149.1,AJ011647.1,1
JF920149.1,AJ410616.1,1
JF920149.1,AY363179.1,1
JF920149.1,AY675353.1,1
JF920149.1,DQ177347.1,1
JF920149.1,MH031343.1,0
JF920149.1,LC004772.1,0
JF920149.1,MG251664.1,0
JF920149.1,AF027657.1,0
JF920149.1,CASDWV010003201.1,0
JF920149.1,KR002686.1,0
JF920149.1,MK584831.1,0
JF920149.1,AB193315.2,0
JF920149.1,JX971976.1,0
JF920149.1,MF688614.1,0
JF923797.1,MG757157.1,1
JF923797.1,MH744424.1,1
JF923797.1,MK977699.1,1
JF923797.1,MH669013.1,1
JF923797.1,MH576960.1,1
JF923797.1,MK376962.1,1
JF923797.1,MH669007.1,1
JF923797.1,MN428063.1,1
JF923797.1,MF919510.1,1
JF923797.1,MH779499.1,1
JF923797.1,AY167578.1,0
JF923797.1,MN329677.1,0
JF923797.1,OK094519.1,0
JF923797.1,MH778629.1,0
JF923797.1,AB853331.1,0
JF923797.1,BK013993.1,0
JF923797.1,CASDWV010002117.1,0
JF923797.1,KT869077.1,0
JF923797.1,AB194806.2,0
JF923797.1,MT740291.1,0
JF930327.1,OL979628.1,1
JF930327.1,MN265368.1,1
JF930327.1,OR039325.1,1
JF930327.1,OR240084.1,1
JF930327.1,AB219105.1,1
JF930327.1,AY366207.2,1
JF930327.1,AY366209.1,1
JF930327.1,D00344.1,1
JF930327.1,KJ711908.1,1
JF930327.1,KP313240.1,1
JF930327.1,CASDWV010001056.1,0
JF930327.1,MN532589.1,0
JF930327.1,MH206183.1,0
JF930327.1,KM610234.1,0
JF930327.1,MT770849.1,0
JF930327.1,MF352417.1,0
JF930327.1,BK013730.1,0
JF930327.1,CASDWV010004475.1,0
JF930327.1,KF133825.1,0
JF930327.1,MT354565.1,0
JF937105.1,MT658802.1,1
JF937105.1,KY223999.1,1
JF937105.1,MT657341.1,1
JF937105.1,JN699628.3,1
JF937105.1,MT658803.1,1
JF937105.1,MG009575.1,1
JF937105.1,DQ398052.2,1
JF937105.1,MW435855.1,1
JF937105.1,JF704108.1,1
JF937105.1,HM152763.1,1
JF937105.1,MN524844.1,0
JF937105.1,CASDWV010001499.1,0
JF937105.1,OM892355.1,0
JF937105.1,AY179509.1,0
JF937105.1,MH616684.1,0
JF937105.1,JX296113.1,0
JF937105.1,KX884459.1,0
JF937105.1,MN520414.1,0
JF937105.1,OR489165.1,0
JF937105.1,KR052142.1,0
JF938078.1,JF755408.1,1
JF938078.1,KY312554.1,1
JF938078.1,MH616921.1,1
JF938078.1,MW202578.1,1
JF938078.1,MW347479.1,1
JF938078.1,AF071878.1,0
JF938078.1,AF252610.1,0
JF938078.1,AJ301633.2,0
JF938078.1,AJ304456.1,0
JF938078.1,AY228555.1,0
JF938078.1,CASDWV010003943.1,0
JF938078.1,AJ242984.1,0
JF938078.1,OR613467.1,0
JF938078.1,OM514519.1,0
JF938078.1,CASDWV010004670.1,0
JF938078.1,CASDWV010003287.1,0
JF938078.1,MK584817.1,0
JF938078.1,BK064271.1,0
JF938078.1,MT610106.1,0
JF938078.1,OM525829.1,0
JF938079.1,AF252610.1,1
JF938079.1,DQ146997.1,1
JF938079.1,DQ845075.1,1
JF938079.1,GQ404851.1,1
JF938079.1,JQ011377.1,1
JF938079.1,KP793918.1,1
JF938079.1,KU230452.1,1
JF938079.1,KX756986.1,1
JF938079.1,KX987146.1,1
JF938079.1,MK986820.1,1
JF938079.1,FJ870917.1,0
JF938079.1,KU351669.1,0
JF938079.1,ON529854.1,0
JF938079.1,MG581739.1,0
JF938079.1,KJ451625.1,0
JF938079.1,MN850569.1,0
JF938079.1,MK373797.1,0
JF938079.1,KX817327.1,0
JF938079.1,AJ292230.1,0
JF938079.1,DQ630755.1,0
JF938081.1,AJ301633.2,1
JF938081.1,GQ404844.1,1
JF938081.1,GQ404846.1,1
JF938081.1,GQ404849.1,1
JF938081.1,GQ404851.1,1
JF938081.1,GQ404855.1,1
JF938081.1,HM228874.1,1
JF938081.1,HQ738636.1,1
JF938081.1,HQ738637.1,1
JF938081.1,HQ738643.1,1
JF938081.1,MT276890.1,0
JF938081.1,BK014142.1,0
JF938081.1,MN379592.1,0
JF938081.1,BK013475.1,0
JF938081.1,BK014161.1,0
JF938081.1,OL472060.1,0
JF938081.1,HQ317393.2,0
JF938081.1,EF634323.1,0
JF938081.1,MG983742.1,0
JF938081.1,GQ274036.1,0
JF938082.1,AJ301633.2,1
JF938082.1,GQ404844.1,1
JF938082.1,GQ404846.1,1
JF938082.1,GQ404849.1,1
JF938082.1,GQ404851.1,1
JF938082.1,GQ404855.1,1
JF938082.1,HM228874.1,1
JF938082.1,HQ738636.1,1
JF938082.1,HQ738637.1,1
JF938082.1,HQ738643.1,1
JF938082.1,OL674249.1,0
JF938082.1,MG552615.1,0
JF938082.1,GU080336.1,0
JF938082.1,MN532652.1,0
JF938082.1,LK928904.1,0
JF938082.1,KF297910.1,0
JF938082.1,MN448505.1,0
JF938082.1,MK202161.1,0
JF938082.1,EU716175.1,0
JF938082.1,MT074479.1,0
JF939846.1,HM566185.1,1
JF939846.1,JF920136.1,1
JF939846.1,JX472400.1,1
JF939846.1,KU255114.1,1
JF939846.1,KX611382.1,1
JF939846.1,OU230765.1,1
JF939846.1,DQ375403.1,1
JF939846.1,HM119401.1,1
JF939846.1,HM119431.1,1
JF939846.1,HM627185.1,1
JF939846.1,KX168422.1,0
JF939846.1,M57426.1,1
JF939846.1,AF049705.1,0
JF939846.1,KP792654.1,0
JF939846.1,OL979629.1,0
JF939846.1,MF327558.1,0
JF939846.1,KX810064.1,0
JF939846.1,HQ404253.1,0
JF939846.1,BK013980.1,0
JF939846.1,MF918568.1,0
JF939847.1,DQ380206.1,1
JF939847.1,EU725772.1,1
JF939847.1,GQ847512.2,1
JF939847.1,GU135607.1,1
JF939847.1,HM119402.1,1
JF939847.1,HM119405.1,1
JF939847.1,HM119408.1,1
JF939847.1,HM119411.1,1
JF939847.1,HM119414.1,1
JF939847.1,HM119420.1,1
JF939847.1,BK013614.1,0
JF939847.1,L25299.1,0
JF939847.1,KX272883.1,1
JF939847.1,LA858223.1,0
JF939847.1,OQ513279.1,1
JF939847.1,L23972.1,0
JF939847.1,CASDWV010004780.1,0
JF939847.1,MZ679545.1,0
JF939847.1,BK014102.1,0
JF939847.1,MF416384.1,0
JF939848.1,AB000403.1,1
JF939848.1,BK062756.1,1
JF939848.1,EU725773.1,1
JF939848.1,GQ847511.2,1
JF939848.1,GU135608.1,1
JF939848.1,HM119403.1,1
JF939848.1,HM119406.2,1
JF939848.1,HM119409.1,1
JF939848.1,HM119412.1,1
JF939848.1,HM119415.1,1
JF939848.1,MN891791.1,0
JF939848.1,MT050041.1,0
JF939848.1,AB914762.1,0
JF939848.1,MT334619.1,0
JF939848.1,JQ182736.1,0
JF939848.1,CASDWV010001567.1,0
JF939848.1,CASDWV010002432.1,0
JF939848.1,MT188505.1,0
JF939848.1,KU925434.1,0
JF939848.1,AY781152.3,0
JF965515.1,DQ473507.1,1
JF965515.1,FJ445136.1,1
JF965515.1,DQ473504.1,1
JF965515.1,FJ445167.1,1
JF965515.1,DQ473503.1,1
JF965515.1,DQ473505.1,1
JF965515.1,EF173418.1,1
JF965515.1,FJ445142.1,1
JF965515.1,FJ445150.1,1
JF965515.1,FJ445118.1,1
JF965515.1,OM810292.1,0
JF965515.1,MH460829.1,0
JF965515.1,KY569302.1,0
JF965515.1,CASDWV010002738.1,0
JF965515.1,KF981633.1,0
JF965515.1,JX080302.2,0
JF965515.1,MT790493.1,0
JF965515.1,JF911699.1,0
JF965515.1,MN928956.1,0
JF965515.1,FR877530.2,0
JF966203.1,KJ489397.1,1
JF966203.1,KJ489398.1,1
JF966203.1,KT307976.1,1
JF966203.1,KF669647.1,1
JF966203.1,JN790865.1,1
JF966203.1,JN797796.1,1
JF966203.1,KJ489402.1,1
JF966203.1,KF208639.2,1
JF966203.1,KJ081346.1,1
JF966203.1,JN797798.1,1
